Gene	Length
LINC00494	5891
DLGAP4-AS1	2746
LINC00237	3126
CEP250-AS1	842
LINC02910	4605
LINC01275	1392
MIR646HG	26852
PPP4R1L	9802
MIR1-1HG-AS1	3788
GNAS-AS1	3658
LINC01727	7995
LINC00659	2663
LAMA5-AS1	850
SNAP25-AS1	14666
RALY-AS1	10159
OSER1-DT	9239
SDCBP2-AS1	5317
PELATON	7523
FRG1CP	4393
RBM38-AS1	2454
LINC00261	5557
SNHG11	4525
MIR1-1HG	1230
MHENCR	1646
LINC01431	1590
SNHG17	11905
PLPP2	6958
WASH5P	6331
CFD	1212
MISP	2980
FAM138F	1285
LINC01002	8711
OR4F8P	937
OR4G3P	913
WBP1LP11	328
OR4G1P	1788
CICP19	2357
AZU1	1782
ABCA7	9591
ARID3A	7217
SBNO2	6610
C2CD4C	3099
ONECUT3	7185
GRIN3B	3281
CNN2	3640
TLE6	3555
PALM	4912
SEPTIN14P19	634
R3HDM4	2957
POLR2E	4870
S1PR4	1663
NCLN	4175
FSD1	3113
APBA3	5596
TJP3	3964
ELOCP28	317
PRTN3	1107
SMIM24	1481
JSRP1	1950
ZNRF4	1440
NFIC	9801
RANBP3	7445
MOB3A	4145
TINCR	4429
GNA15-DT	2319
GNG7	4546
SNRPEP4	279
YJU2	1668
OAZ1	3436
GNA15	2753
SAFB	7036
ARRDC5	1667
SAFB2	6018
CAPS	2551
INSR	10831
KDM4B	14719
CELF5	6066
VAV1	4311
DPP9-AS1	3071
ADGRE4P	3321
LINGO3	2241
FTLP5	534
ZFR2	6088
ADGRE1	3707
UQCR11	2137
ZNF77	2437
GNA11	6285
BTBD2	5934
THEG	2086
BOLA3P2	323
MATK	4138
PLIN3	2739
MYO1F	8561
KISS1R	1670
TMEM259	4031
TLE2	4150
MRPL54	985
SHD	2144
DOHH	2121
ZNF558	8170
ADAMTS10	5705
MYDGF	1670
UHRF1	5145
FEM1A	9540
MUC16	43830
DOCK6	12478
RPS2P52	820
OR1M4P	287
PDE4A	6762
CDC37	3042
ZNF823	2459
ZNF440	6453
TYK2	6669
ZNF441	4748
ZNF833P	1592
HNRNPA1P10	962
TMIGD2	1262
ITGB1P1	609
DDX39A	3861
CYP4F10P	752
OR7A1P	1158
ADGRE5	5382
ZNF887P	1407
RPL23AP2	466
ZNF491	3449
OR7C1	12208
SYDE1	3964
CCDC105	1757
ADGRE2	8642
GIPC1	4440
OR7C2	960
CYP4F2	3099
ADGRE3	2837
CYP4F24P	1580
CYP4F12	5090
PTGER1	1413
ILVBL-AS1	356
OR7A11P	953
RAB8A	4931
TPM4	12375
ILVBL	5616
CYP4F8	7049
SNX33P1	1762
OR7A3P	907
PGLYRP2	3107
ZNF627	3811
ZNF333	11603
KLF2-DT	803
PEAK3	2564
LINC01855	396
CIB3	711
OCEL1	1858
ABHD8	2162
CYP4F9P	1339
EPS15L1	8431
LINC01842	768
LINC00905	3613
LINC01841	1016
PLVAP	2295
OR7A15P	1009
CASP14	3401
ANKLE1	3569
OR1AB1P	761
OR10B1P	958
RFXANK	2503
OR10H4	1537
ZNF14	2963
GTPBP3	4528
ZNF101	6560
SLC5A5	3680
ANO8	5005
BNIP3P18	575
FAM32A	1921
BABAM1	2581
TSSK6	1529
NDUFA13	2708
NCAN	6920
SUGP1	5021
BORCS8-MEF2B	1929
RASAL3	4654
ZNF85	4668
ZNF66	5682
C19orf44	4338
VN1R80P	338
CYP4F22	2612
YJEFN3	2959
HOMER3-AS1	1665
MTDHP2	714
BNIP3P19	577
USHBP1	5137
ZNF486	4273
ZNF682	4967
BNIP3P24	557
PHF5CP	325
CHERP	6015
ATP13A1	8359
ZNF714	9842
VN1R79P	513
VN1R82P	356
BNIP3P10	577
CILP2	4360
PBX4	2331
CRTC1	6964
ZNF93	5579
BNIP3P27	412
VN1R78P	564
BNIP3P9	553
BNIP3P15	301
BNIP3P17	595
BNIP3P13	566
ZNF257	5168
ZNF729	3844
ZNF492	4246
VN1R84P	235
KLHL26	4744
SLC35E1	7290
BNIP3P28	1193
TMEM161A	3281
BNIP3P25	559
ARMC6	4052
ZNF209P	2304
BNIP3P32	554
BNIP3P23	511
ZNF90	6088
ZNF430	6831
KRT18P40	1571
ZNF676	4734
ZNF91	10308
COMP	3092
BNIP3P36	574
CYP4F3	5517
CCNYL6	2692
VN1R90P	726
RAD54L2P1	996
LINC01858	3173
ZNF675	6785
DDA1	4593
TM6SF2	2188
SUGP2	8468
BNIP3P35	490
BNIP3P16	534
BNIP3P8	560
RPL34P33	334
LINC01859	4082
PCGF7P	1051
CDC42EP3P1	764
BNIP3P31	566
RPL7AP10	791
MEF2B	2087
MTDHP4	670
ZNF431	14132
BNIP3P30	574
ERVK-28	595
BNIP3P33	569
BNIP3P20	578
LINC01233	685
VN1R91P	169
BNIP3P29	571
ZNF98	3291
ZNF708	4325
BNIP3P22	556
MTDHP5	586
BNIP3P40	556
LINC00661	4140
VN1R85P	426
GMIP	3730
ZNF92P2	1059
BNIP3P38	544
ZNF730	3243
ZNF849P	1566
IPO5P1	2887
ZNF506	9537
HAPLN4	4462
RPL34P34	354
GOLGA2P9	2648
DPY19L3-DT	972
MTDHP3	672
UQCRFS1-DT	1606
ZNF725P	1632
ZNF728	2777
VN1R83P	445
LINC01532	4426
BNIP3P37	901
RPL36AP51	318
CEBPG	4056
FAAP24	2377
BRI3BPP1	787
TSHZ3	8280
SLC27A1	8204
RPS4XP20	772
PDCD2L	1416
CYP4F23P	1579
PPIAP58	472
LINC01533	3739
LINC01834	385
VN1R92P	928
CHST8	3054
ZNF723	1865
CEBPA	2601
DMKN	7444
ZNF536	8659
LPAR2	2975
ZNF790	3854
TAF9P3	127
EEF1A1P7	1394
RPS29P30	111
WTIP	13613
LGALS16	660
RINL	4201
GPATCH1	4469
LRP3	5346
ZNF565	3737
RPS29P27	170
TMEM143	3523
RPS4XP23	237
VN1R107P	209
SLC27A5	8025
LGALS14	904
FAM90A28P	1858
ANKRD27	7849
ZNF737	8978
CEACAM22P	3170
TSHZ3-AS1	560
CLC	631
IGSF23	1414
RPS12P31	398
ZNF850	7850
ZBTB45	3006
CEACAM16-AS1	2430
ZNF155	3455
NFKBIB	2324
NLRP8	3934
RPS26P55	356
ZNF283	7200
CARD8-AS1	1969
CEACAM21	1977
PVR	6098
ZNF114-AS1	437
CEACAMP3	1927
ZNF404	2477
DNAJC19P2	302
ZNF114	3014
ZNF230-DT	3371
DNAJC19P3	331
RAB4B-EGLN2	3088
SNX6P1	1224
ERVK9-11	3336
SUNO1	2040
URI1	5448
ZNF230	6287
CEACAM7	2653
RPL29P33	316
ZNF222-DT	1071
ZNF45	4402
ZNF428	1553
ZNF222	2001
RHPN2	4805
EGLN2	6574
CADM4	2257
LINC01531	4107
SIPA1L3	10352
CYP2T1P	2871
CEACAM6	2956
EIF5AP3	462
ZNF507	11239
PLAUR	4457
CYP2F2P	1547
LINC01801	2709
NLRP11	4312
RPS29P26	171
SLC25A1P5	783
HAUS5-DT	568
CEACAM3	2931
DPY19L3	10781
NLRP4	3942
A1BG	3999
IRGC	1709
CEACAM16	1697
HNRNPA1P52	947
SMG9	7908
CYP2A6	2223
A1BG-AS1	3374
MZF1	6654
ECH1	2303
ZNF790-AS1	7947
BCL3	3094
BLOC1S3	3376
LYPD4	2165
TDRD12	7026
HAUS5	5090
ZNF497	3897
CYP2G1P	3913
RPL31P61	376
LILRP2	2127
HAMP	2862
CYP2A7P2	641
ZNF749	4637
COX6B1	1369
MAP3K10	4884
DMRTC2	3389
LINC02560	459
RPL31P60	367
COX7A1	586
ZNF837	2046
KIR2DL3	1592
IGFL1P2	330
KIR2DP1	1331
PEPD	4477
KIR2DL1	1692
ZNF614	5623
ZNF584	3672
CENPBD1P1	9728
ZNF432	5986
CYP2B6	3733
C5AR2	6776
CCNP	2046
RPS19	3461
KIR3DP1	628
TPRX2P	881
PINLYP	4569
LINC01595	902
CD79A	1344
GPI	10680
CKM	1556
RPS5	3617
ZNF132-DT	5402
CBLC	1613
CYP2A7P1	815
SULT2A1	1904
CYP2G2P	1485
KIR3DL1	1871
UPK1A	1366
BNIP3P34	572
UBA2	4815
CYP2A13	1760
BSPH1	654
KIR2DS4	1608
ZNF420	4077
CEBPA-DT	2198
ZNF324B	4035
ZNF616	4907
ZNF471	6776
LINC01766	1516
PPP5C	7089
PSG10P	1819
KIR3DL2	1877
ZFP28-DT	1105
RPL37P23	294
FCAR	3327
ELANE	1028
CYP2F1	3009
LYPD5	5329
CABP5	2097
ZFP28	6972
KRTDAP	661
CYP2T3P	817
CEACAMP9	513
RPL7AP69	806
RPL36P16	306
NCR1	1895
ZNF470	9670
ZNF586	5480
SIGLEC31P	551
GAPDHS	1479
ZNF235	5989
BCAM	4997
PSG5	4678
MAG	2960
ZNF274	8333
CCNE1	2461
FFAR1	2311
PPP2R1A	7413
ZIM3	2627
NLRP7	3914
RPL21P131	483
CEACAMP5	961
PSG4	6274
FBXO17	4792
CATSPERG	9190
NDUFA3P1	252
RPS10P28	498
SLC7A9	2598
CEACAMP10	1962
ZIM2-AS1	2092
KLK2	6351
DUXA	1048
PLA2G4C	6613
ZNF766	7319
FAM187B2P	713
ZNF264	12532
PSG9	5048
PSG3	3398
MIA-RAB4B	1809
ZNF480	4844
PLA2G4C-AS1	873
MIA	1160
CEACAMP11	583
FBXO27	2790
RPL9P32	620
CEACAMP4	421
PSG8	4089
CEP89	9233
SMIM17	2543
PPFIA3	6296
CEACAMP6	574
ZNF835	3474
WDR88	1845
ZNF805	10169
BLVRB	1613
ZNF610	3548
RABAC1	1930
NLRP2	6313
HRC	2657
CD177	2474
RAB4B	3935
NPAS1	2565
CD177P1	935
PPP6R1	6606
SCGB2B3P	409
ZNF460-AS1	1612
TMEM160	655
ZNF880	3719
TMEM147	1927
SBSN	1986
USF2	4968
GP6	2703
ZC3H4	6526
ATP4A	3901
STRN4	7637
ZNF460	4005
LIG1	6576
PSG7	4824
HSPBP1	2167
CEACAMP7	496
TRPM4	6604
LAIR2	1044
SLC6A21P	369
ZNF8-ERVK3-1	4227
FOSB	5553
ZNF543	3690
SUMO1P4	302
PLEKHA3P1	894
PMIS2	702
ZSWIM9	3763
ZNF229	5500
RDH13	8602
ZNF528	8530
RTN2	3227
ZNF285B	1767
UQCRFS1	3086
DPPA5P1	340
PSG11	4994
SLC6A16	3589
ERVK3-1	5023
CEACAMP8	580
FKRP	5171
VN1R88P	292
PSG2	2833
BRSK1	3954
EPS8L1	5341
TRAPPC2B	1855
ZNF578	6802
KIR3DX1	5125
CLASRP	4926
C5AR1	2964
SLC1A5	3332
PPP1R12C	7803
VASP	3538
ODAD1	5145
LINC01837	7169
RASGRP4	4183
AKR1B1P7	952
GPR4	3149
CD37	4161
HNRNPMP2	599
GEMIN7-AS1	3489
SLC7A10	3111
EMP3	1645
BORCS8	5372
GEMIN7	1909
ZSCAN22	4654
SAE1	3742
LILRP1	1370
ZNF548	6161
CD22	6165
TNNI3	2034
CCDC9	3781
GYS1	4241
DKKL1	1325
LILRA1	3878
RELB	3016
DNAAF3-AS1	1643
VN1R81P	372
SYT5	5198
INAFM1	839
PPP1R37	7701
RPS3AP50	803
ITPKC	3376
ZNF599	6799
LILRB1-AS1	554
PTPRH	4345
LINC01782	2908
EML2-AS1	1235
CHCHD2P3	451
RGS9BP	2453
C19orf54	3736
MAN1A2P1	1400
VN1R87P	487
RPL18A	3493
POP4	4308
ATP1A3	5983
LINC01791	3481
ZNF181	6266
FFAR3	1859
LILRB4	6328
PLD3	5186
VN1R105P	910
SLC25A42	4666
SNRPA	2353
CARD8	13219
AKT2	15902
RPS4XP21	750
ZNF807P	1707
RBM42	2206
PDCD5	2132
TMEM86B	2147
RNU6-2	107
MIR1302-11	138
RNU6-9	107
RNU6-1076P	104
RN7SL121P	273
MIR7850	79
RNU6-1223P	104
RNU6-993P	95
MIR4747	54
MIR7-3	110
MIR1181	81
RNU6-782P	104
MIR1470	61
RN7SL146P	297
RN7SL70P	302
MIR640	96
RNU6-1028P	93
MIR1270	83
SNORA68	133
RNA5SP469	109
RNA5SP470	106
RNU6-1179P	107
RN7SL860P	223
RNA5-8SP4	150
RN7SL340P	296
RNU6-967P	108
RNA5SP471	106
RN7SL150P	262
SNORA68B	133
RN7SL789P	293
RNA5SP472	119
RN7SL154P	324
MIR5196	115
RN7SL491P	269
RN7SKP22	293
RNU6-945P	107
MIR641	99
MIR6797	72
RN7SL368P	277
MIR6088	51
MIR4531	47
RNU6-611P	104
RNU6-924P	108
MIR330	94
MIR3190	80
MIR3191	76
MIR8085	65
MIR4324	72
MIR643	97
MIR6801	79
RNU6-222P	107
MIR8061	75
MIR7975	68
MIR6804	68
MIR6802	65
MIR4754	89
MIR6803	65
RNU6-1337P	95
RN7SL693P	279
MIR6806	64
RNA5SP473	125
ACP7	3044
PAK4	7115
NCCRP1	1975
IFNL3P1	501
MSRB1P1	354
IFNL4P1	540
IFNL1	775
GMFG	1388
RN7SL566P	296
PAF1	2850
MED29	3839
ZFP36	1976
MIR4530	56
PLEKHG2	9116
RPS16	2674
SUPT5H	8568
TIMM50	7192
DLL3	2618
EID2B	1866
TDGF1P7	559
EID2	1455
RPS29P24	171
RPS29P25	171
CCDC8	3236
PNMA8A	3696
PNMA8B	4887
GAPDHP38	1002
CALM3	5235
PTGIR	3517
DACT3	5466
RN7SL364P	272
MIR320E	53
LRFN1	3579
CRB3	1600
DENND1C	4647
TUBB4A	3220
TNFSF9	1634
CLIC4P2	717
CD70	1530
RPL7P50	727
C3	8296
MIR6791	67
TRIP10	3986
SH2D3A	5591
TNFSF14	4780
MIR4745	62
MIR3187	70
SYMPK	10532
FOXA3	2126
IRF2BP1	2534
MYPOP	1896
NANOS2	1565
CCDC61	2588
MIR769	118
PGLYRP1	708
IGFL3	680
TGIF1P1	802
DM1-AS	1027
DMWD	5701
RSPH6A	2533
ZNF426	7546
ZNF561	6304
ZNF562	13022
RPS4XP22	780
ZNF846	3912
UBE2L4	464
FBXL12	2913
RPL10P15	315
PIN1-DT	750
OR7A8P	913
BICRA-AS1	547
EHD2	3844
NOP53	5317
SNORD23	110
NOP53-AS1	540
RPL23AP80	424
TPRX1	2075
CRX	5991
ZNF552	2989
ZNF587B	6079
FKBP1AP1	318
ZNF587	7353
ZNF417	5276
ZNF256	2207
C19orf18	915
MIR4750	56
IL4I1	2495
MIR4751	74
SIGLEC11	3173
VRK3	9795
ZNF473	6898
SIGLEC16	3876
ASPDH	1681
LRRC4B	3511
SYT3	3844
C19orf81	888
GPR32P1	811
GPR32	1269
ACP4	1342
SNORD88B	91
SNORD88A	91
SNORD88C	91
LINC01869	1416
KLK1	2380
KLK15	2289
UCA1	4154
CYP4F36P	186
ZNF861P	700
LINC01764	2449
ZFP14	7819
ZFP82	9214
ZNF566-AS1	1392
CTBP2P7	1244
ZNF260	5571
ZNF529	8177
RN7SL192P	299
LDLR	7622
MIR6886	61
OR7A2P	1219
MIR6796	62
HIPK4	2446
SERTAD1	2084
SERTAD3	1848
SERTAD3-AS1	558
PSG6	5133
IZUMO4	2770
SYCN	576
CLEC17A	3116
TEAD2	2980
DNAAF3	3302
AP3D1	8613
JOSD2	1381
MEIOSIN	2568
RAX2	2421
ZNF724	3326
ERCC1	5575
PKN1	4623
ZNF43	8631
AP2S1	1558
ARHGEF1	8624
MED26	5328
PIN1	4577
XRCC1	2745
BBC3	3185
KLF2	2820
NUP62	6020
SARS2	3098
WDR18	2283
OPA3	9999
CALR3	1431
IFNL2	951
ZNF547	3568
NR2C2AP	1791
CARM1	4420
PRX	7402
IZUMO1	3415
FGF21	1350
RNU6-317P	107
BCAT2	4553
HSD17B14	1112
PLEKHA4	3836
PPP1R15A	3065
TULP2	2249
NUCB1	3675
NUCB1-AS1	433
DHDH	1064
FTL	871
ZNF585A	10758
ZNF585B	7538
LINC00904	3863
LINC01838	1657
ZNF30-AS1	625
ZNF792	4414
GRAMD1A-AS1	565
HPN-AS1	4727
MIR6887	65
LGI4	4532
FXYD7	1796
FXYD5	2991
MIR5695	85
FARSA	2434
FARSA-AS1	241
MIR6515	57
RAD23A	2547
GADD45GIP1	1769
TMEM150B	1714
KMT5C	4776
COX6B2	3720
FAM71E2	3274
IL11	2678
TMEM190	605
TMEM238	695
RPL28	6346
MIR6805	62
UBE2S	2799
ISOC2	4408
ZNF628-DT	500
ZNF628	3566
NAT14	1979
SSC5D	7315
SBK2	2258
SBK3	1520
ZNF579	3320
FIZ1	6785
ZNF524	1441
ZNF784	2024
ZNF580	2604
ZNF581	1635
CCDC106	2709
EPN1	17616
NLRP9	3593
RN7SKP109	316
RFPL4AL1	1172
RFPL4AP1	850
U2AF2	4116
GAMT	2403
DAZAP1	9201
C19orf25	4774
PCSK4	3792
ADAMTSL5	3621
RN7SL477P	286
MBD3	7909
APC2	12635
ARHGAP35	11646
PRR13P5	442
PSMC4	2550
ZNF546	9028
ZNF780B	9239
VN1R96P	858
OR7D1P	933
OR7E18P	702
OR7E19P	968
OR7H1P	922
ZNF699	6758
ZNF177	2755
ZNF560	2997
ZSCAN5DP	1488
EDDM13	2351
ZSCAN5A-AS1	4770
VN2R17P	832
ZNF542P	4690
SLC25A36P1	465
ZNF582-DT	2069
ZNF583	8060
COL5A3	6783
RDH8	2001
MIR5589	60
SHFL	4341
PPAN-P2RY11	2661
PPAN	2888
SNORD105	85
SNORD105B	79
P2RY11	2140
EIF3G	3489
S1PR2	3643
MIR4322	73
MRPL4	4080
ICAM1	3448
ICAM4	1439
ICAM5	3935
ZGLP1	2431
FDX2	1371
RAVER1	4979
ICAM3	2788
ZNF808	5008
RPL39P34	156
ZNF137P	2029
ZNF611	7148
ZNF28	5975
PABPN1P2	885
ZNF773	8141
ZNF549	9279
ZNF550	5087
ZNF416	2545
ZIK1	5370
ZNF134	5139
ZNF211	4562
TPRG1LP1	760
ZNF527	6436
ZNF569	5016
ZNF571-AS1	7599
ZNF540	4386
ZNF571	6208
ZNF781	3610
SELENOKP1	285
ZNF607	4703
WDR87BP	4990
WDR87	9199
RN7SL718P	303
CYP2S1	2713
AXL	5134
RN7SL34P	270
CCDC97	3828
TMEM91	2487
B9D2	1479
BCKDHA	2251
ERICH4	948
SIGLEC8	3171
CEACAM18	1476
SIGLEC12	2342
SIGLEC27P	545
SIGLEC6	4279
SIGLEC29P	1114
ZNF175	7413
SIGLEC5	3878
RPL9P33	566
RPL7P51	749
SPACA6P-AS	3962
MIR99B	70
MIRLET7E	79
MIR125A	86
HAS1	2238
FPR2	3625
FPR3	2779
NOVA2	9182
RNA5SP468	93
RPS18P13	454
IL12RB1	4291
MAST3-AS1	463
PIK3R2	5163
IFI30	2344
MPV17L2	2099
RAB3A	1786
PDE4C	6546
JUND	1929
RPL39P38	153
LSM4	2861
PGPEP1	7509
LRRC25	2427
SSBP4	2974
ISYNA1	3150
MIR6799	69
FUZ	2953
MIR6800	82
PTOV1-AS1	4203
PTOV1	5962
MIR4749	61
PTOV1-AS2	1023
PNKP	4545
MED25	7683
STAP2	2766
AKT1S1	5737
ZNF221	2717
YIPF2	2518
DMAC2	4381
FXYD1	1910
AP2A1	8714
ZNF285	6866
UBL5	1931
PLPPR3	2719
AP1M1	14094
RPS15	2138
TRAPPC6A	933
ZNF30	2745
GARRE1	7424
JAK3	6813
ZNF304	4645
ZNF254	7609
ZNF418	4512
FPR1	2578
ZNF71	6134
ZNF570	6246
IGFLR1	2203
U2AF1L4	2875
PSENEN	1359
LIN37	2820
HSPB6	1724
PROSER3	6327
PRODH2	2731
LYL1	3119
CERS4	4059
CD320	2279
NDUFA7	1392
RPS28	2119
ANGPTL4	2475
MIR4999	91
RAB11B	2309
HNRNPM	5614
PRAM1	3291
ZNF414	2761
SYNGR4	1269
KDELR1	2244
GRWD1	5627
KCNJ14	4275
SULT2B1	2725
SPACA4	973
RPL18	3857
SPHK2	6009
DBP	6485
CA11	1946
SEC1P	2634
FUT2	3381
MAMSTR	2286
TMEM205	1606
CCDC159	4064
SWSAP1	1703
EPOR	3077
RGL3	4344
ODAD3	2681
ELAVL3	4761
ZNF653	3217
CNN1	2837
ELOF1	4173
ACP5	2919
GAPDHP76	976
KASH5	5619
PTH2	454
SLC17A7	5989
PIH1D1	3331
ALDH16A1	4589
FLT3LG	2846
SNORD32A	84
SNORD34	71
SNORD35A	86
RPS11	1409
SNORD35B	87
MIR150	84
COX6CP7	208
FCGRT	4052
RCN3	1703
NOSIP	4477
PRRG2	1700
RRAS	1102
SCAF1	4464
IRF3	3794
MIR5088	79
CPT1C	5864
TSKS	2367
RNU6-841P	107
ZNF526	4230
ERF	3269
TMEM145	3605
MPND	2049
EIF1P6	334
SH3GL1	3685
CHAF1A	4326
UBXN6	5247
MIR4746	71
HDGFL2	4286
PLIN5	4815
LRG1	2702
TNFAIP8L1	6669
ZNF702P	6621
ERVV-2	3033
RUVBL2	3531
MIR6798	67
LHB	630
NTF6A	560
NTF6G	616
NTF6B	560
CGB5	877
NTF4	1469
RN7SL708P	299
SNRNP70	4684
LIN7B	1753
C19orf73	742
VN1R6P	907
ZNF845	6450
ZNF525	7193
ZNF765	12346
RPL39P36	156
TPM3P9	2920
ZNF813	6246
TPM3P6	742
OSTCP3	453
RN7SL317P	329
DPRX	648
RNU6-698P	107
MIR512-1	84
MIR512-2	98
MIR1323	73
MIR498	124
MIR520E	87
MIR515-1	83
MIR519E	84
MIR520F	87
MIR515-2	83
MIR519C	87
MIR1283-1	87
MIR520A	85
MIR526B	83
MIR519B	81
MIR525	85
MIR523	87
MIR518F	87
MIR520B	61
MIR518B	83
MIR526A1	85
MIR520C	87
MIR518C	101
MIR524	87
MIR517A	87
MIR519D	88
MIR521-2	87
RNU6-803P	102
MIR520D	87
MIR517B	67
MIR520G	90
MIR516B2	85
MIR526A2	65
MIR518E	88
MIR518A1	85
RNU6-980P	103
MIR518D	87
MIR516B1	90
MIR518A2	87
MIR517C	95
MIR520H	88
RNU6-982P	102
MIR521-1	87
RNU6-751P	101
MIR522	87
MIR519A1	85
MIR527	85
MIR516A1	90
MIR1283-2	87
RNU6-1041P	102
MIR516A2	90
MIR519A2	87
REXO1	5579
MIR1909	80
KLF16	2966
ABHD17A	6163
SCAMP4	6795
ADAT3	2216
CSNK1G2	3781
CSNK1G2-AS1	1346
ACTL9	1396
RPL23AP78	470
LSM7	1686
TMPRSS9	4328
TIMM13	1664
LMNB2	5395
MIR7108	87
LINC01775	371
GADD45B	2138
LINC01864	1661
ZNF787	3686
ZNF444	7143
GALP	950
ZSCAN5B	2059
SNRPGP15	222
TECR	5899
MIR639	98
NDUFB7	535
RN7SL337P	301
RN7SL842P	300
MEGF8	11372
MIR8077	75
CNFN	613
LIPE	5161
CXCL17	1097
RNU4-60P	135
CEACAM1	5527
CEACAMP2	440
CEACAM8	2549
CEACAMP1	1035
DNAJB1	8188
CAMSAP3	4884
MIR6792	67
XAB2	4653
PET100	2164
PCP2	770
RPS27AP19	458
RETN	516
TRAPPC5	5679
FCER2	2451
RPL21P129	478
CLEC4GP1	870
EXOSC3P2	497
PRR36	4467
LYPLA2P2	676
LRRC8E	4329
MAP2K7	5145
SNAPC2	1978
CTXN1	1237
TIMM44	4635
SPPL2B	7419
ZNF493	11218
LINC00664	5889
BNIP3P26	554
CD209	4414
PEX11G	1482
TEX45	2923
ZNF358	2083
MCOLN1	3958
PNPLA6	7161
CLEC4M	3977
PTBP1	7521
RPL13A	3228
ZNF564	3619
PGK1P2	1214
ZNF490	6792
ZNF791	6642
RPL10P16	645
MAN2B1	5374
WDR83	2358
WDR83OS	713
GNG14	425
FBXW9	2103
SNORD41	70
TRIR	1311
GET3	1451
BEST2	2646
MIR5684	65
JUNB	1830
PRDX2	2034
RNASEH2A	2056
MAST1	6534
MIR6794	68
DNASE2	2389
RPS6P25	748
HOOK2	5950
NOTCH3	9408
MIR6795	68
EPHX3	2050
SHKBP1	3934
LTBP4	8110
NUMBL	5823
RNU6-195P	109
COQ8B	12278
DNMT1	15379
PGLS	2840
TIMM29	1785
TLE5	5236
KIRREL2	3409
APLP1	3539
RN7SL402P	264
NFKBID	3198
HCST	564
TYROBP	907
RN7SL619P	258
MIR23AHG	19049
MIR24-2	73
MIR27A	78
MIR23A	73
MIR181C	110
MIR181D	137
RFX1	5473
RLN3	1201
IL27RA	2950
PALM3	2795
EEF1DP1	896
MIR1199	119
C19orf67	1535
SAMD1	2295
PRKACA	7764
ASF1B	1958
ADGRL1-AS1	3219
RN7SL231P	272
UPF1	8573
GDF1	2579
COPE	2875
DDX49	3306
HOMER3	3422
TGFB1	3264
PRKCSH	5170
MADCAM1-AS1	850
TPGS1	3642
CDC34	1894
GZMM	945
DIRAS1	3439
SLC39A3	4428
SGTA	8248
THOP1	7421
ZNF554	5653
ZNF555	8542
ZNF556	6574
KEAP1	3573
ATG4D	2278
RNU7-140P	60
MIR1238	83
KRI1	4254
CDKN2D	1505
AP1M2	2214
SLC44A2	4952
ILF3-DT	1983
ILF3	11022
QTRT1	3430
MIR638	100
MIR4748	82
MIR199A1	71
MIR6793	63
TMED1	1884
C19orf38	1552
HIKESHIP2	412
ZNF331	8686
GSK3A	5782
ZNF574	4669
POU2F2-AS1	897
MIR4323	69
DEDD2	2631
RN7SL836P	296
GIPR	5069
MIR642A	97
MIR642B	77
QPCTL	2825
FBXO46	3527
SEMA6B	4710
ZNF121	7246
ZNF829	7742
KANK2	7635
PSG1	4961
ZNF865	3763
PRSS57	1090
SPACA6	4113
NIBAN3	6915
ZNF17	3759
MBD3L2B	842
FFAR2	2193
HSH2D	3398
EXOC3L2	3191
PRMT1	4796
PAFAH1B3	1419
NPHS1	6717
ZNF146	4143
ZNF112	3848
PRKD2	5664
OR7A5	2171
MRPL34	1523
MRPS12	1754
CGB1	870
CGB2	881
NTN5	3115
HIF3A	8375
MAP4K1	3919
MAP4K1-AS1	516
EIF3K	2798
CAPN12	5966
LGALS7B	660
RNU6-140P	108
LGALS4	2226
ACTN4	6104
TCF3	6090
EML2	8173
WIZ	10037
RPS15P9	319
PLK5	3972
PWWP3A	9876
REEP6	2030
BRD4	13884
NACC1	4736
STX10	1796
IER2	3079
RPL12P42	499
CACNA1A	43150
CALR	2802
CCDC194	1464
BST2	1101
BISPR	3045
MVB12A	3280
TMEM221	2418
NXNL1	918
RASIP1	4040
FUT6	4542
FUT5	1992
RNA5SP462	112
MADCAM1	2453
BSG	4418
GRIN2D	5511
FAM83E	4127
TBXA2R	2827
CACTIN-AS1	1913
CACTIN	5948
PIP5K1C	7106
AKAP8	6299
GRAMD1A	5906
RFX2	9094
MLLT1	4765
ACER1	1428
CLPP	3531
ALKBH7	1093
GTF2F1	2876
MIR6885	66
MIR6790	63
MIR3940	102
SLC25A41	1649
SLC25A23	4881
FBN3	9985
AKAP8L	8576
YJU2B	3222
MRI1	3466
C19orf53	1197
CC2D1A	8646
CCL25	2006
ACSBG2	3447
RN7SL663P	299
SPINT2	5085
PPP1R14A	1442
YIF1B	4723
C19orf33	611
FUT1	4343
TRMT1	3364
CLIP3	3765
THAP8	1803
POLR2I	1137
TBCB	3373
CAPNS1	3100
ZNF468	5279
ARHGEF18-AS1	363
WDR62	12217
NDUFA3	2475
PRPF31	2673
CNOT3	6821
LENG1	1381
TMC4	3062
MBOAT7	5292
TSEN34	3542
RPS9	4304
LILRA6	2718
LILRB5	7027
RNU6-1307P	103
LILRB2	3819
MIR4752	72
ARHGEF18	7671
CYP2A7	2583
MARCHF2	2216
ZNF573	4689
LSM14A	4521
MKNK2	5221
LSR	2916
RTBDN	2678
HPN	3383
BCL2L12	2216
PRR19	2568
DPP9	8303
ZNF559	6783
SNRPD2	1441
OR10H2	1029
TGFBR3L	2831
GFY	2110
DAND5	1967
OR10H5	6463
OR10H3	1029
OR7E24	1870
